"Sim.ID","Region","Dist.to.Margin","Necrotic.Fraction","Location","Num.Driver","Num.Driver.SCNA"
"212097","R25",5.1,0,"At.Margin",6,4
"212097","R26",5,0,"At.Margin",7,5
"212097","R27",5.1,0,"At.Margin",8,3
"212797","R1",6.71,0,"At.Margin",13,6
"212797","R2",5.83,0.03,"At.Margin",12,6
"212797","R3",14.87,0.32,"At.Centre",8,4
"212797","R4",25.71,0.53,"At.Centre",8,4
"212797","R5",24.7,0.53,"At.Centre",10,4
"212797","R6",11.18,0.0600000000000001,"At.Centre",7,4
"212797","R7",5,0.05,"At.Margin",9,6
"212797","R8",24.19,0.62,"At.Centre",8,4
"212797","R9",43.01,0.52,"At.Centre",24,13
"212797","R10",38.47,0.52,"At.Centre",12,7
"212797","R11",22.63,0.56,"At.Centre",7,5
"212797","R12",9.85,0,"At.Margin",6,4
"212797","R13",3.16,0,"At.Margin",9,5
"212797","R14",18.79,0.85,"At.Centre",4,1
"212797","R18",17.26,0.09,"At.Centre",10,6
"212797","R19",16.76,0.84,"At.Centre",2,1
"212797","R23",5.66,0,"At.Margin",7,3
"212797","R24",8.06,0,"At.Margin",6,3
"212797","R25",17.09,0.62,"At.Centre",7,3
"212797","R26",20.62,0.97,"At.Centre",2,1
"212797","R28",14.21,0.46,"At.Centre",5,1
"212797","R29",4.12,0,"At.Margin",4,1
"225642","R1",4.47,0,"At.Margin",7,4
"225642","R2",9.06,0.03,"At.Margin",8,6
"225642","R3",8.49,0,"At.Margin",5,3
"225642","R4",22.47,0.52,"At.Centre",6,3
"225642","R5",28.79,0.44,"At.Centre",10,5
"225642","R6",19.85,0.51,"At.Centre",6,4
"225642","R7",5.66,0,"At.Margin",11,6
"225642","R8",17.03,0.42,"At.Centre",6,2
"225642","R9",35.78,0.37,"At.Centre",7,3
"225642","R10",47.76,0.49,"At.Centre",23,12
"225642","R11",32.65,0.47,"At.Centre",8,4
"225642","R12",13.93,0.15,"At.Centre",7,3
"225642","R13",11.4,0.05,"At.Centre",2,1
"225642","R15",43.42,0.66,"At.Centre",15,7
"225642","R16",27.59,0.91,"At.Centre",4,2
"225642","R17",13,0.16,"At.Centre",6,3
"225642","R18",10.3,0.0600000000000001,"At.Centre",4,1
"225642","R21",17.49,0.72,"At.Centre",2,1
"225642","R22",4.24,0,"At.Margin",6,1
"225642","R23",19.42,0.84,"At.Centre",3,1
"225642","R24",18.44,0.95,"At.Centre",2,1
"225642","R25",6.32,0,"At.Margin",4,1
"225642","R26",13.04,0.11,"At.Centre",7,3
"225642","R27",9.43,0,"At.Margin",7,3
"226390","R1",5,0,"At.Margin",3,1
"226390","R2",15.52,0.54,"At.Centre",4,1
"226390","R3",16.16,0.81,"At.Centre",5,1
"226390","R4",8.25,0,"At.Margin",2,1
"226390","R5",9.43,0.03,"At.Margin",7,4
"226390","R6",17.03,0.84,"At.Centre",2,1
"226390","R9",20.12,0.99,"At.Centre",2,1
"226390","R10",9,0,"At.Margin",7,2
"226390","R11",17.72,0.42,"At.Centre",6,3
"226390","R16",23.35,0.54,"At.Centre",7,4
"226390","R17",4,0,"At.Margin",8,5
"226390","R18",8.06,0,"At.Margin",8,4
"226390","R19",23.41,0.8,"At.Centre",4,2
"226390","R20",21.38,0.97,"At.Centre",3,1
"226390","R22",12.04,0.33,"At.Centre",3,1
"226390","R23",8,0,"At.Margin",6,4
"226390","R24",5,0,"At.Margin",4,2
"226390","R25",3.61,0,"At.Margin",3,1
"226486","R1",7.62,0,"At.Margin",6,3
"226486","R2",8.06,0.04,"At.Margin",6,1
"226486","R3",13,0.28,"At.Centre",3,1
"226486","R4",5.83,0,"At.Margin",5,1
"226486","R5",21.1,0.63,"At.Centre",5,2
"226486","R7",32.56,0.95,"At.Centre",4,2
"226486","R8",19.42,0.97,"At.Centre",2,1
"226486","R9",11,0.32,"At.Centre",2,1
"226486","R13",10.77,0,"At.Centre",5,2
"226486","R14",6,0,"At.Margin",6,3
"226486","R15",26,0.97,"At.Centre",2,1
"226486","R17",24.76,0.63,"At.Centre",4,2
"226486","R18",8.25,0,"At.Margin",4,2
"226486","R19",5.39,0,"At.Margin",8,6
"226486","R20",12.73,0.08,"At.Centre",8,4
"226486","R21",9,0,"At.Margin",8,5
"226486","R22",8,0,"At.Margin",7,3
"230821","R1",3.16,0,"At.Margin",6,3
"230821","R2",13.93,0.29,"At.Centre",7,3
"230821","R3",14.32,0.0600000000000001,"At.Centre",5,2
"230821","R4",4.24,0,"At.Margin",7,4
"230821","R5",15.23,0,"At.Centre",11,5
"230821","R6",31.14,0.8,"At.Centre",6,3
"230821","R7",31.76,0.94,"At.Centre",4,2
"230821","R8",20.59,0.58,"At.Centre",9,4
"230821","R9",9.9,0,"At.Margin",10,5
"230821","R10",10.2,0.04,"At.Centre",4,1
"230821","R14",18,0.39,"At.Centre",8,6
"230821","R15",8.94,0.09,"At.Margin",2,1
"230821","R18",24.19,0.99,"At.Centre",3,1
"230821","R19",11.7,0.15,"At.Centre",7,4
"230821","R20",12.65,0.22,"At.Centre",5,1
"230821","R21",16,0.71,"At.Centre",2,1
"230821","R22",11.7,0.19,"At.Centre",5,3
"230829","R1",6.4,0,"At.Margin",2,1
"230829","R2",14.87,0.33,"At.Centre",3,1
"230829","R3",19.92,0.35,"At.Centre",7,3
"230829","R4",4.47,0,"At.Margin",8,4
"230829","R5",7.21,0,"At.Margin",4,1
"230829","R8",28,0.9,"At.Centre",2,1
"230829","R9",8,0,"At.Margin",13,7
"230829","R10",18,0.53,"At.Centre",4,1
"230829","R14",11,0,"At.Centre",8,5
"230829","R15",18.79,0.94,"At.Centre",2,1
"230829","R17",20,0.46,"At.Centre",3,1
"230829","R18",4.12,0,"At.Margin",6,4
"230829","R19",10.63,0.32,"At.Centre",11,5
"230829","R20",10.77,0.03,"At.Centre",9,4
"230829","R21",5,0,"At.Margin",5,3
"230831","R1",12.21,0.11,"At.Centre",10,7
"230831","R2",17.46,0.2,"At.Centre",6,3
"230831","R3",5,0,"At.Margin",6,4
"230831","R4",7.07,0.05,"At.Margin",3,1
"230831","R5",24.04,0.96,"At.Centre",3,1
"230831","R7",10.63,0.04,"At.Centre",6,1
"230831","R8",18.79,0.95,"At.Centre",2,1
"230831","R12",4,0.01,"At.Margin",4,1
"230831","R17",4.12,0,"At.Margin",2,1
"230831","R18",12.04,0.33,"At.Centre",3,1
"230831","R21",14.21,0.43,"At.Centre",2,1
"230831","R22",5.1,0,"At.Margin",2,1
"230831","R23",5.83,0,"At.Margin",4,1
"232318","R1",12.04,0.11,"At.Centre",10,5
"232318","R2",20,0.57,"At.Centre",8,4
"232318","R3",14.32,0.18,"At.Centre",9,6
"232318","R4",7,0,"At.Margin",8,4
"232318","R5",25.24,0.66,"At.Centre",7,3
"232318","R6",38.91,0.56,"At.Centre",12,6
"232318","R7",31.62,0.53,"At.Centre",8,3
"232318","R8",16.64,0.51,"At.Centre",7,3
"232318","R9",4.47,0,"At.Margin",4,1
"232318","R11",44.05,0.54,"At.Centre",23,12
"232318","R12",43.74,0.56,"At.Centre",17,10
"232318","R13",24.35,0.59,"At.Centre",8,5
"232318","R14",5,0,"At.Margin",8,3
"232318","R15",8.25,0.03,"At.Margin",3,1
"232318","R18",24.33,0.99,"At.Centre",4,2
"232318","R19",20.25,0.58,"At.Centre",6,4
"232318","R20",4.12,0,"At.Margin",10,7
"232318","R21",14.42,0.13,"At.Centre",8,5
"232318","R22",26.17,0.96,"At.Centre",2,1
"232318","R23",17.09,0.77,"At.Centre",4,1
"232318","R24",5.66,0,"At.Margin",3,1
"232318","R25",4.47,0,"At.Margin",10,5
"232318","R26",8.06,0,"At.Margin",8,5
"232318","R27",11.4,0,"At.Centre",5,2
"232792","R1",6.32,0,"At.Margin",4,1
"232792","R2",12.53,0.0600000000000001,"At.Centre",3,1
"232792","R3",10.82,0,"At.Centre",4,1
"232792","R6",22,0.96,"At.Centre",5,3
"232792","R7",21.63,0.53,"At.Centre",5,3
"232792","R8",4.12,0,"At.Margin",7,4
"232792","R9",14.76,0.35,"At.Centre",8,2
"232792","R10",27.51,0.68,"At.Centre",5,3
"232792","R13",33.24,0.65,"At.Centre",7,4
"232792","R14",28.43,0.56,"At.Centre",6,4
"232792","R15",9,0,"At.Margin",7,4
"232792","R16",16.4,0.39,"At.Centre",8,3
"232792","R17",34.41,0.53,"At.Centre",13,7
"232792","R18",31.14,0.77,"At.Centre",5,2
"232792","R19",19.1,0.99,"At.Centre",2,1
"232792","R20",13.6,0.61,"At.Centre",6,3
"232792","R21",16.28,0.52,"At.Centre",9,6
"232792","R22",6.71,0,"At.Margin",7,5
"232792","R23",17.09,0.46,"At.Centre",6,4
"232792","R24",18.38,0.67,"At.Centre",6,3
"233199","R1",12.04,0.2,"At.Centre",2,1
"233199","R2",12,0.37,"At.Centre",3,1
"233199","R3",14.42,0.49,"At.Centre",6,4
"233199","R4",9.85,0,"At.Margin",6,3
"233199","R5",13.89,0.38,"At.Centre",2,1
"233199","R8",32.98,0.77,"At.Centre",7,2
"233199","R9",26.08,0.51,"At.Centre",11,5
"233199","R10",8.25,0,"At.Margin",6,3
"233199","R11",14.32,0.66,"At.Centre",2,1
"233199","R14",33.53,0.92,"At.Centre",4,2
"233199","R15",21.93,0.51,"At.Centre",7,5
"233199","R16",5.39,0,"At.Margin",11,6
"233199","R17",7.07,0,"At.Margin",2,1
"233199","R18",19.7,0.99,"At.Centre",2,1
"233199","R20",15.62,0.62,"At.Centre",3,1
"233199","R21",8.49,0,"At.Margin",6,2
"233199","R22",12.37,0,"At.Centre",10,6
"233199","R23",3.61,0,"At.Margin",8,4
"235615","R1",10,0,"At.Margin",8,4
"235615","R2",6.71,0,"At.Margin",7,4
"235615","R3",4.12,0,"At.Margin",9,5
"235615","R4",19.1,0.59,"At.Centre",6,3
"235615","R5",29.41,0.47,"At.Centre",6,3
"235615","R6",24.7,0.58,"At.Centre",9,4
"235615","R7",12.04,0.09,"At.Centre",10,7
"235615","R8",11.05,0.14,"At.Centre",11,5
"235615","R9",30.08,0.51,"At.Centre",8,5
"235615","R10",47.17,0.39,"At.Centre",25,13
"235615","R11",40.22,0.47,"At.Centre",12,5
"235615","R12",24.21,0.56,"At.Centre",7,3
"235615","R13",9.49,0,"At.Margin",5,3
"235615","R14",9.22,0,"At.Margin",5,2
"235615","R15",25.08,0.72,"At.Centre",5,2
"235615","R16",37.8,0.82,"At.Centre",7,3
"235615","R18",29.73,0.97,"At.Centre",4,2
"235615","R19",13.93,0.3,"At.Centre",5,3
"235615","R20",10.44,0.15,"At.Centre",5,1
"235615","R23",18.97,0.97,"At.Centre",2,1
"235615","R24",16.49,0.72,"At.Centre",2,1
"235615","R25",21.38,0.99,"At.Centre",2,1
"235615","R26",18.79,0.76,"At.Centre",5,3
"235615","R27",4.12,0,"At.Margin",5,3
"235615","R28",12.65,0.08,"At.Centre",6,3
"235616","R1",8.49,0.01,"At.Margin",7,4
"235616","R2",13.93,0.14,"At.Centre",10,7
"235616","R3",6.71,0,"At.Margin",7,4
"235616","R4",20.62,0.84,"At.Centre",7,4
"235616","R5",32.98,0.66,"At.Centre",7,5
"235616","R6",25.06,0.54,"At.Centre",7,4
"235616","R7",12.04,0.11,"At.Centre",6,3
"235616","R8",8.54,0.05,"At.Margin",5,1
"235616","R11",36.67,0.92,"At.Centre",5,3
"235616","R12",17,0.37,"At.Centre",7,4
"235616","R13",10.2,0.05,"At.Centre",2,1
"235616","R16",21.26,0.97,"At.Centre",2,1
"235616","R17",10.63,0,"At.Centre",10,4
"235616","R18",16.12,0.78,"At.Centre",2,1
"235616","R19",19.92,0.97,"At.Centre",2,1
"235616","R20",8.6,0.04,"At.Margin",3,1
"236307","R1",4.24,0,"At.Margin",11,5
"236307","R2",14.76,0.33,"At.Centre",6,3
"236307","R3",20.88,0.61,"At.Centre",5,2
"236307","R4",14.76,0.32,"At.Centre",7,3
"236307","R5",18.03,0.48,"At.Centre",5,3
"236307","R6",32.02,0.47,"At.Centre",11,5
"236307","R7",40.26,0.48,"At.Centre",8,5
"236307","R8",30.81,0.52,"At.Centre",8,6
"236307","R9",14.32,0.23,"At.Centre",10,4
"236307","R10",5.39,0,"At.Margin",6,3
"236307","R11",25,0.56,"At.Centre",6,4
"236307","R12",41.05,0.48,"At.Centre",11,5
"236307","R13",45.69,0.62,"At.Centre",26,14
"236307","R14",39.32,0.49,"At.Centre",10,7
"236307","R15",19.65,0.51,"At.Centre",6,4
"236307","R16",18.36,0.47,"At.Centre",7,5
"236307","R17",21.1,0.95,"At.Centre",2,1
"236307","R18",26.93,0.97,"At.Centre",5,3
"236307","R19",30.48,0.58,"At.Centre",7,4
"236307","R20",14.76,0.41,"At.Centre",9,3
"236307","R21",10,0,"At.Margin",7,3
"236307","R22",13.6,0.15,"At.Centre",9,5
"236307","R23",2.83,0,"At.Margin",7,4
"242992","R1",11.66,0.08,"At.Centre",7,4
"242992","R2",18,0.56,"At.Centre",6,2
"242992","R3",14.04,0.24,"At.Centre",9,4
"242992","R4",5,0,"At.Margin",8,4
"242992","R5",6.32,0,"At.Margin",12,5
"242992","R6",25.08,0.51,"At.Centre",5,2
"242992","R7",37.64,0.47,"At.Centre",6,2
"242992","R8",32.2,0.52,"At.Centre",7,5
"242992","R9",18.36,0.49,"At.Centre",9,4
"242992","R10",4.12,0,"At.Margin",9,3
"242992","R11",21.59,0.96,"At.Centre",4,1
"242992","R12",41.3,0.57,"At.Centre",26,14
"242992","R13",45.18,0.54,"At.Centre",26,14
"242992","R14",26.25,0.53,"At.Centre",8,4
"242992","R15",7,0,"At.Margin",9,6
"242992","R16",19.42,0.95,"At.Centre",3,1
"242992","R17",29.55,0.97,"At.Centre",6,4
"242992","R18",40.31,0.44,"At.Centre",7,4
"242992","R19",26.93,0.56,"At.Centre",6,3
"242992","R20",8,0.09,"At.Margin",6,4
"242992","R21",4.47,0,"At.Margin",3,1
"242992","R22",12.04,0.22,"At.Centre",4,2
"242992","R23",21,0.43,"At.Centre",8,3
"242992","R24",15.23,0.38,"At.Centre",7,4
"243003","R1",10.44,0.01,"At.Centre",7,3
"243003","R2",13,0.35,"At.Centre",5,3
"243003","R3",5,0,"At.Margin",7,5
"243003","R4",14.76,0.27,"At.Centre",6,4
"243003","R5",29.07,0.51,"At.Centre",8,5
"243003","R6",32.25,0.49,"At.Centre",8,3
"243003","R7",18.79,0.56,"At.Centre",6,2
"243003","R8",16.12,0.84,"At.Centre",2,1
"243003","R9",34.93,0.62,"At.Centre",19,11
"243003","R10",46.4,0.54,"At.Centre",22,13
"243003","R11",27.89,0.61,"At.Centre",8,4
"243003","R12",9,0,"At.Margin",5,3
"243003","R13",8.25,0,"At.Margin",9,4
"243003","R15",33.84,0.86,"At.Centre",12,8
"243003","R16",44.55,0.57,"At.Centre",19,11
"243003","R17",29.41,0.59,"At.Centre",7,2
"243003","R18",10,0.16,"At.Margin",7,4
"243003","R19",11.7,0,"At.Centre",9,6
"243003","R20",12,0.11,"At.Centre",2,1
"243003","R21",16.28,0.84,"At.Centre",2,1
"243003","R22",29.07,0.59,"At.Centre",4,2
"243003","R23",20.52,0.53,"At.Centre",7,5
"243003","R24",4,0,"At.Margin",9,5
"243003","R25",4.12,0,"At.Margin",5,3
"243003","R26",9.22,0.01,"At.Margin",6,3
"243004","R1",14.76,0.18,"At.Centre",7,5
"243004","R2",18.44,0.41,"At.Centre",7,4
"243004","R3",9.22,0.41,"At.Margin",9,4
"243004","R4",5,0,"At.Margin",7,4
"243004","R5",12.65,0.2,"At.Centre",6,4
"243004","R6",30.23,0.77,"At.Centre",6,3
"243004","R7",36.06,0.96,"At.Centre",4,2
"243004","R8",29.07,0.48,"At.Centre",9,6
"243004","R9",20.52,0.43,"At.Centre",8,5
"243004","R10",12,0.47,"At.Centre",3,1
"243004","R13",45.54,0.89,"At.Centre",5,3
"243004","R14",25.96,0.48,"At.Centre",6,4
"243004","R15",7,0,"At.Margin",8,5
"243004","R16",13.42,0.38,"At.Centre",3,1
"243004","R20",26.17,0.58,"At.Centre",5,3
"243004","R21",6.71,0,"At.Margin",10,7
"243004","R22",6,0,"At.Margin",5,1
"243004","R23",17.72,0.8,"At.Centre",3,1
"243004","R24",19.1,0.99,"At.Centre",2,1
"243004","R25",16.03,0.58,"At.Centre",2,1
"243004","R26",13.89,0.33,"At.Centre",4,2
"243174","R1",8.94,0,"At.Margin",10,7
"243174","R2",10.05,0.01,"At.Centre",8,5
"243174","R3",10.05,0.0600000000000001,"At.Centre",8,5
"243174","R4",12.21,0.56,"At.Centre",5,2
"243174","R5",27.2,0.96,"At.Centre",5,3
"243174","R6",22.14,0.56,"At.Centre",6,4
"243174","R7",12.53,0.13,"At.Centre",4,2
"243174","R8",28.3,0.56,"At.Centre",4,2
"243174","R11",22.85,0.94,"At.Centre",2,1
"243174","R12",7.62,0,"At.Margin",8,5
"243174","R13",18.97,0.53,"At.Centre",8,4
"243174","R14",38.33,0.51,"At.Centre",16,10
"243174","R15",49.24,0.9,"At.Centre",8,4
"243174","R18",16,0.32,"At.Centre",8,5
"243174","R19",13.89,0.16,"At.Centre",9,4
"243174","R20",28.65,0.46,"At.Centre",6,3
"243174","R21",29.83,0.89,"At.Centre",4,2
"243174","R22",28.18,0.99,"At.Centre",2,1
"243174","R23",22.2,0.66,"At.Centre",5,2
"243174","R24",11.18,0.01,"At.Centre",6,3
"243174","R25",10.44,0.27,"At.Centre",5,2
"243174","R26",11.18,0.14,"At.Centre",6,2
"243174","R27",9,0,"At.Margin",13,7
"243351","R1",9,0,"At.Margin",8,4
"243351","R2",6.71,0,"At.Margin",8,4
"243351","R3",14,0.01,"At.Centre",7,2
"243351","R4",28.23,0.73,"At.Centre",6,3
"243351","R5",25.5,0.47,"At.Centre",9,4
"243351","R6",12.21,0.03,"At.Centre",8,3
"243351","R7",7.07,0,"At.Margin",2,1
"243351","R11",18.97,0.47,"At.Centre",9,4
"243351","R12",9.22,0.01,"At.Margin",4,1
"243351","R15",18.87,0.96,"At.Centre",2,1
"243351","R16",11.66,0,"At.Centre",8,6
"243351","R17",18.44,0.43,"At.Centre",6,3
"243351","R18",34.48,0.49,"At.Centre",8,4
"243351","R19",28,0.8,"At.Centre",7,5
"243351","R20",8,0.0600000000000001,"At.Margin",8,3
"243351","R21",8.94,0,"At.Margin",6,3
"243351","R22",21.95,0.59,"At.Centre",4,2
"243351","R23",20,0.54,"At.Centre",6,2
"243351","R24",6.71,0,"At.Margin",6,4
"243351","R25",4.12,0,"At.Margin",6,3
"243366","R1",11.18,0.15,"At.Centre",6,3
"243366","R2",14.32,0.28,"At.Centre",7,4
"243366","R3",21.84,0.59,"At.Centre",8,6
"243366","R4",17,0.41,"At.Centre",6,4
"243366","R5",17.2,0.49,"At.Centre",7,4
"243366","R6",30.36,0.52,"At.Centre",8,4
"243366","R7",33.73,0.75,"At.Centre",8,5
"243366","R8",40.72,0.48,"At.Centre",8,4
"243366","R9",25.32,0.52,"At.Centre",8,3
"243366","R10",6,0,"At.Margin",7,4
"243366","R11",23.77,0.47,"At.Centre",8,5
"243366","R12",41.88,0.44,"At.Centre",23,14
"243366","R15",26.08,0.95,"At.Centre",2,1
"243366","R16",6.32,0,"At.Margin",10,4
"243366","R17",14.21,0.28,"At.Centre",5,3
"243366","R18",26,0.76,"At.Centre",4,2
"243366","R21",28,0.97,"At.Centre",2,1
"243366","R22",9.06,0.05,"At.Margin",8,4
"243366","R23",6,0,"At.Margin",4,2
"243366","R24",14.56,0.46,"At.Centre",3,1
"243366","R25",15.81,0.78,"At.Centre",3,1
"243366","R26",8,0,"At.Margin",4,1
"243366","R27",4.47,0,"At.Margin",6,3
"243503","R1",12.04,0.05,"At.Centre",6,3
"243503","R2",22,0.77,"At.Centre",5,2
"243503","R3",14.42,0.44,"At.Centre",4,2
"243503","R4",11,0.11,"At.Centre",2,1
"243503","R5",4.12,0,"At.Margin",10,4
"243503","R6",22.83,0.53,"At.Centre",9,5
"243503","R7",39.82,0.44,"At.Centre",12,9
"243503","R8",32.98,0.94,"At.Centre",11,6
"243503","R10",14.87,0.61,"At.Centre",3,1
"243503","R11",9,0,"At.Margin",7,4
"243503","R12",28.64,0.56,"At.Centre",6,4
"243503","R13",48.27,0.48,"At.Centre",18,8
"243503","R14",41.23,0.86,"At.Centre",13,7
"243503","R16",17.46,0.75,"At.Centre",2,1
"243503","R17",4.47,0,"At.Margin",7,3
"243503","R18",22.02,0.48,"At.Centre",9,4
"243503","R19",34.06,0.51,"At.Centre",6,3
"243503","R20",24.08,0.89,"At.Centre",6,3
"243503","R21",17.2,0.72,"At.Centre",4,1
"243503","R22",6.32,0,"At.Margin",5,1
"243503","R23",8.54,0,"At.Margin",9,6
"243503","R24",14.14,0.37,"At.Centre",6,3
"243503","R25",10.77,0.35,"At.Centre",7,4
"244166","R1",7.81,0.01,"At.Margin",3,1
"244166","R2",7.62,0,"At.Margin",3,1
"244166","R3",3.61,0,"At.Margin",8,4
"244166","R4",11.7,0.29,"At.Centre",5,1
"244166","R7",21,0.92,"At.Centre",3,2
"244166","R8",17,0.53,"At.Centre",4,2
"244166","R9",6.71,0,"At.Margin",10,5
"244166","R10",24.7,0.87,"At.Centre",8,6
"244166","R13",41,0.47,"At.Centre",9,2
"244166","R14",26.25,0.63,"At.Centre",3,2
"244166","R15",8,0,"At.Margin",5,2
"244166","R16",21.59,0.54,"At.Centre",11,6
"244166","R17",36.24,0.78,"At.Centre",7,5
"244166","R19",33.24,0.54,"At.Centre",5,2
"244166","R20",22.47,0.58,"At.Centre",3,2
"244166","R21",5,0,"At.Margin",5,2
"244166","R22",8.49,0,"At.Margin",7,5
"244166","R23",18.38,0.51,"At.Centre",9,7
"244166","R24",19.65,0.51,"At.Centre",6,3
"244166","R25",13.6,0.22,"At.Centre",6,4
"244166","R26",7.28,0.15,"At.Margin",4,2
"244903","R1",7.07,0,"At.Margin",7,4
"244903","R2",3.61,0,"At.Margin",9,4
"244903","R3",9.85,0.08,"At.Margin",8,4
"244903","R4",10.82,0.29,"At.Centre",3,1
"244903","R5",20.52,0.95,"At.Centre",3,1
"244903","R6",16.16,0.46,"At.Centre",5,3
"244903","R7",12.04,0.1,"At.Centre",7,5
"244903","R8",27.89,0.86,"At.Centre",5,3
"244903","R12",11.66,0.34,"At.Centre",8,3
"244903","R13",8,0,"At.Margin",9,5
"244903","R14",28,0.99,"At.Centre",2,1
"244903","R17",17.69,0.85,"At.Centre",2,1
"244903","R18",4.12,0,"At.Margin",8,4
"244903","R19",5.83,0,"At.Margin",6,4
"244903","R20",22.47,0.52,"At.Centre",8,4
"244903","R21",26.93,0.99,"At.Centre",4,2
"244903","R22",15.26,0.77,"At.Centre",3,1
"244903","R23",5.1,0,"At.Margin",3,1
"244903","R24",5,0,"At.Margin",7,3
"244903","R25",10.44,0.03,"At.Centre",7,4
"244903","R26",3.61,0,"At.Margin",10,5
"294449","R1",14.42,0.46,"At.Centre",10,6
"294449","R2",21.02,0.43,"At.Centre",11,5
"294449","R3",12.04,0.18,"At.Centre",9,6
"294449","R4",11.18,0.1,"At.Centre",10,4
"294449","R5",22.09,0.54,"At.Centre",8,5
"294449","R6",28.6,0.78,"At.Centre",11,6
"294449","R7",39.96,0.54,"At.Centre",12,8
"294449","R8",24.7,0.46,"At.Centre",10,7
"294449","R9",6.08,0,"At.Margin",10,6
"294449","R10",4.47,0,"At.Margin",9,5
"294449","R11",23.32,0.46,"At.Centre",6,4
"294449","R12",39.05,0.46,"At.Centre",11,6
"294449","R13",46.24,0.97,"At.Centre",5,3
"294449","R15",18.6,0.92,"At.Centre",6,3
"294449","R16",5,0,"At.Margin",12,8
"294449","R17",5.83,0,"At.Margin",6,3
"294449","R18",25,0.63,"At.Centre",9,3
"294449","R19",41.88,0.46,"At.Centre",21,11
"294449","R20",36.69,0.89,"At.Centre",9,6
"294449","R22",13.93,0.49,"At.Centre",3,1
"294449","R23",14.14,0.22,"At.Centre",8,5
"294449","R24",24.19,0.47,"At.Centre",9,5
"294449","R25",18.6,0.92,"At.Centre",6,3
"294449","R26",14.14,0.48,"At.Centre",3,1
"294449","R27",3.61,0,"At.Margin",5,1
"294449","R28",5.1,0,"At.Margin",6,3
"294449","R29",5.83,0,"At.Margin",7,3
"297059","R1",5,0.03,"At.Margin",8,4
"297059","R2",9.43,0.01,"At.Margin",2,1
"297059","R3",13.89,0.28,"At.Centre",4,1
"297059","R4",25,0.67,"At.Centre",7,4
"297059","R5",17.03,0.43,"At.Centre",8,4
"297059","R6",10.05,0.0600000000000001,"At.Centre",2,1
"297059","R9",41.87,0.61,"At.Centre",13,8
"297059","R10",29.83,0.59,"At.Centre",7,4
"297059","R11",11.4,0.19,"At.Centre",7,4
"297059","R12",11.05,0.32,"At.Centre",2,1
"297059","R15",42.76,0.57,"At.Centre",17,9
"297059","R16",29.53,0.51,"At.Centre",11,6
"297059","R17",11.05,0.05,"At.Centre",6,4
"297059","R18",17,0.48,"At.Centre",5,3
"297059","R19",21.21,0.96,"At.Centre",2,1
"297059","R21",23.41,0.94,"At.Centre",4,2
"297059","R22",18.38,0.42,"At.Centre",9,6
"297059","R23",6.71,0,"At.Margin",8,5
"297592","R1",12.81,0.16,"At.Centre",8,5
"297592","R2",23.09,0.68,"At.Centre",7,4
"297592","R3",20.88,0.49,"At.Centre",8,5
"297592","R4",9.22,0.01,"At.Margin",7,4
"297592","R5",7.62,0,"At.Margin",8,4
"297592","R6",25,0.52,"At.Centre",11,6
"297592","R7",41.04,0.56,"At.Centre",13,9
"297592","R8",37.48,0.53,"At.Centre",11,5
"297592","R9",21.4,0.61,"At.Centre",7,4
"297592","R10",14.32,0.3,"At.Centre",9,6
"297592","R11",33.84,0.43,"At.Centre",11,7
"297592","R12",41.79,0.42,"At.Centre",23,12
"297592","R13",47.42,0.65,"At.Centre",20,9
"297592","R14",30.48,0.62,"At.Centre",12,6
"297592","R15",13.89,0.27,"At.Centre",10,8
"297592","R16",10.3,0.0600000000000001,"At.Centre",7,5
"297592","R17",19.24,0.53,"At.Centre",7,5
"297592","R20",38.08,0.59,"At.Centre",8,3
"297592","R21",20.88,0.59,"At.Centre",7,4
"297592","R22",9.43,0.01,"At.Margin",4,1
"297592","R23",12.17,0.38,"At.Centre",3,1
"297592","R24",20.62,0.52,"At.Centre",5,2
"297592","R25",11.18,0.04,"At.Centre",5,2
"297979","R1",6,0,"At.Margin",8,4
"297979","R2",16.64,0.38,"At.Centre",7,5
"297979","R3",25,0.77,"At.Centre",5,3
"297979","R6",12.73,0.44,"At.Centre",4,1
"297979","R7",21.93,0.48,"At.Centre",5,3
"297979","R8",40.71,0.71,"At.Centre",4,2
"297979","R12",7.07,0,"At.Margin",2,1
"297979","R13",14.87,0.29,"At.Centre",6,3
"297979","R18",7,0.01,"At.Margin",3,1
"297979","R19",15.52,0.61,"At.Centre",3,1
"297979","R22",23.09,0.96,"At.Centre",2,1
"297979","R23",12,0.23,"At.Centre",7,3
"297979","R24",7,0,"At.Margin",4,1
"297979","R25",9,0.03,"At.Margin",2,1
"297979","R26",6.4,0,"At.Margin",6,3
"298326","R1",8.25,0,"At.Margin",5,3
"298326","R2",4,0,"At.Margin",8,3
"298326","R3",19,0.63,"At.Centre",5,2
"298326","R4",23.71,0.63,"At.Centre",4,1
"298326","R5",13.93,0,"At.Centre",6,2
"298326","R6",10.2,0.09,"At.Centre",4,1
"298326","R10",13.93,0.05,"At.Centre",5,3
"298326","R11",13,0.42,"At.Centre",3,1
"298326","R15",13.04,0,"At.Centre",13,7
"298326","R16",5.83,0,"At.Margin",2,1
"298326","R17",17.26,0.8,"At.Centre",3,1
"298326","R19",32.8,0.48,"At.Centre",7,4
"298326","R20",15,0.23,"At.Centre",6,3
